brewery_id,brewery_name,no_of_beers,no_of_beerstyles
4929,Liberty Steakhouse Brewery,30,22
4931,Morro Bay Brewing Company,6,6
4932,Santa Maria Brewing Co.,9,7
4933,Beermann's Beerwerks,21,13
4934,Pivzavod AO Rosar,12,5
4935,Pivzavod Votkinsk,1,1
4936,Krasniy Vostok,15,4
4937,Durdin (Len),9,9
4938,Pivzavod AO Yantar,1,1
4949,Damm S. A.,15,10
4950,Devil's Canyon Brewing Company,22,16
4955,Palos De Moguer - 82,6,6
4957,Cervunion,1,1
4972,Kumazawa Brewing Co. / Shonan Beer and Trattoria Mokichi,4,4
4973,Kamakura Beer Brewing Company,6,3
4974,"Sekinoichi-shuzou, Iwate-kura Brewery",5,5
4977,Sailfish Bar & Grill / Twin Rivers Brewing Co.,12,12
4978,Ram Restaurant & Brewery,4,3
4980,Engine House No.9,31,21
4982,Pacific Crest Brewing Company & Tap Room,2,2
4983,Walking Man Brewing Co.,42,30
4992,Brouwerij Slaapmutske,7,6
5000,James Squire Brewhouse / Portland Hotel,12,9
5003,Brasserie d'Annaba,1,1
5006,Brasserie d'Oran,2,2
5007,Brasserie d'Algiers,2,2
5008,Brasserie de Skida,2,2
5010,Buller Brewing Co.,6,6
5014,Cervecería Schneider,1,1
5018,Fábrica de Cerveza Artesanal Viejo Munich,1,1
5040,Nasu Kogen Beer Co. Ltd.,2,2
5046,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,12,9
5047,Minamishinsyu Brewery,4,4
5048,Fujikankokaihatsu Co. Ltd. / Sylvans Restaurant,5,5
5049,Bath Ales Ltd,8,5
5050,Everards Brewery Ltd.,13,5
5051,Linden Brauerei GmbH,11,5
5055,Nikenjayamochi Kadoya Honten Co. / Ise Kadoya Brewery,13,12
5056,Boat Brewery / The Boat,4,2
5058,Rooster's Brewing Company Ltd.,19,10
5059,Pictish Brewing Company,11,6
5060,Padre Island Brewing Company,7,7
5062,Meantime Brewing Company Limited,43,27
5066,Hausbrauerei Feierling,2,2
5074,Steamworks Brewing Co.,15,13
5076,Big Horse Brew Pub / Horse Feathers & Co.,32,23
5077,Barley Brown's Brewpub,36,20
5078,Bill's Tavern & Brewhouse,12,9
5083,Roel Brewery,2,2
5085,Pivo-Agro,3,1
5089,Browar Grybów,1,1
5095,Naturbier,4,4
5099,Gilroy's Brewery,4,4
5106,La Casa De La Cerveza,1,1
5107,Pig's Eye Brewing Company,4,3
5108,Niigata Beer Co.,7,6
5109,Wind Valley Brewery / Rakuno Okoku Kabushiki Kaisha Brewery,4,4
5111,Ishigakijima Dachsbrauhaus,2,2
5115,Steelhead Brewing Co.,11,9
5117,Founders Restaurant & Brewing Co.,12,12
5128,Frog Island Brewery,3,2
5129,Arkell's Brewery Limited,3,2
5130,Merrimans Brewery ( Turnover Developments Ltd),1,1
5134,Sierra Madre Brewery,5,5
5137,Randy's Fun Hunters Brewery,2,2
5138,Brauerei Gebrüder Röhrl,4,4
5139,Altöttinger Hell-Bräu GmbH,7,5
5140,Holzkirchner Oberbräu,4,3
5141,Brauerei Ustersbach,10,7
5142,Oettinger Brauerei,8,6
5145,Stoddard's,1,1
5146,Steelhead Brewing Co.-Fisherman's Wharf,1,1
5153,Domhof Hausbrauerei,5,5
5155,Woinemer Hausbrauerei,6,6
5156,Tahquamenon Falls Brewery & Pub,9,7
5159,Brauerei Schwechat (Brau Union),3,3
5164,Mauldons,12,6
5168,Gasthaus-Brauerei Leuchtturm,2,2
5171,Durham Brewery Ltd,25,15
5172,Goose Eye Brewery,4,2
5187,Brasserie Du Brabant,5,3
5188,Emmett's Brewing Company,21,17
5190,Govnor's Public House Restaurant And Brewery,14,12
5191,Ram Restaurant & Brewery,21,19
5203,Anglo Dutch Brewery,3,2
5204,Castle Rock Brewery,9,4
5221,Café-Brouwerij Loterbol,5,4
5246,Cannon Brew Pub,15,11
5266,Island Brewing Company,23,16
5267,Humes Brewing Company,2,2
5275,Front Street Brewery,28,22
5276,San Andreas Brewing / Earthquake Country Pub,1,1
5278,Sacramento Alehouse (Pyramid Breweries),3,3
5287,"Cherryland Brewing, LTD.",1,1
5312,Elliot Glacier Public House,8,8
5313,Harar Beer Factory,2,2
5316,Full Sail Brewery & Tasting Room & Pub,81,37
5317,Full Sail Brewery at Riverplace / The Pilsner Room,12,12
5318,Port Brewing Company / Pizza Port,283,59
5319,Cornelius Pass Roadhouse & Imbrie Hall (McMenamins),7,6
5320,McMenamins Olympic Club,4,3
5321,McMenamins Queen Anne Hill,13,9
5322,McMenamins East Vancouver,1,1
5325,Thompson Brewery & Public House (McMenamins),23,15
5327,Lighthouse Brewpub (McMenamins),9,9
5329,Fulton Pub & Brewery (McMenamins),4,4
5330,Highland Pub & Brewery (McMenamins),3,2
5331,Hillsdale Brewery & Public House (McMenamins),2,2
5337,Rubicon Brewing Company,25,20
5338,Cervejaria Cintra,3,3
5339,Cerveceria Argentina S.A. Isenbeck,3,2
5340,"Cerveceria Nacional, C.A.",2,1
5345,Cervecería Austral S.A.,4,4
5352,Gersakh Brewery / Penguin,4,4
5366,Fabbrica Birra Busalla,3,2
5367,Cervezas Nacionales,2,2
5368,Carlsberg Sverige,8,5
5370,Turoni's Pizzery & Brewery,12,12
5371,Hermann Brewing Company,3,3
5379,Little Yeoman Brewing Company (DUPLICATE),7,6
5381,Yantar Brewery,6,5
5392,Carlyle Brewing Company,20,17
5393,Duneland,1,1
5394,Bugsy's Sports Bar & Brown Street Brewery,2,2
5395,Hops Haven Brew Haus,7,6
5406,Hogshead Brew Pub,4,3
5408,Herkimer Pub & Brewery,22,17
5410,River City Brewing Company,11,11
5411,Valley Brewing Company,56,28
5419,Irkutskpisheprom,8,3
5420,Klinskiy Pivokombinat,10,4
5422,Pivobezalkogolniy Zavod Severskovo Pischekombinata,1,1
5423,Solodov-Pivo Co.,2,2
5424,Sibirskoye Pivo,1,1
5425,Moskvoretskiy Pivovarinniy Zavod (CEBCO),10,6
5426,Tomskoye Pivo / U Krugera,4,3
5427,Pivovarinaya Kompaniya Utes,2,2
5428,Severnaya Zvezda,3,3
5430,Kolos OAO/ Ledyanoy Stakanchik,7,5
5431,"Pikra, Inc.",8,2
5432,Pivovariye Syem Kholmov,2,2
5433,Promfintorg M Company,1,1
5434,Kaluzhskaya Pivovarennaya Kompaniya,8,4
5439,Ram Restaurant & Brewery,11,10
5440,"Pivzavod Kemerovo ""Pikem""",2,2
5441,Brass Restaurant & Brewery,6,6
5443,Bent River Brewing Company,20,14
5456,Jilin Yinpu Brewery,1,1
5468,Columbia Brewery,6,4
5469,"Power Plant Restaurant & Brewery, The",6,6
5470,Groupe Geloso,8,4
5476,Bootleggers Restaurant & Brewery,2,2
5489,Big Bear Brewing Company,17,15
5490,Pivoindustriye Primorye (CEBCO),6,2
5498,Łódzkie Browary S.A.,1,1
5499,C.J.'s Brewing Company,4,4
5500,Black Forest Brew Haus & Grill,29,23
5501,Old Boys Brew House,3,3
5502,Browar Amber,6,4
5503,Browar Belgia,5,3
5504,BOSS Browar Witnica S.A.,9,5
5506,Browary Górno&#347;l&#261;skie S.A. W Zabrzu,1,1
5507,Kasztelan Browar Sierpc S.A. (Carlsberg),2,1
5508,Browar Jab&#322;onowo S.C.,2,2
5509,Browary Warmi&#324;sko-Mazurskie Jurand Sp. Z O.o.,7,6
5510,Browar Kiper,6,3
5512,Browar Krajan,4,4
5514,Browar Staropolski,6,3
5516,Browar Zwierzyniec - ZP W Lublinie S.A.,1,1
5517,Browary Bydgoskie Sp. Z O.o. (Brau Union Polska),1,1
5518,Ma&#322;opolski Browar Strzelec,4,4
5522,Corner Pub,13,11
5562,Vetter Alt Heidelberger Brauhaus Neuenheim,7,5
5564,Kulturbrauerei Heidelberg,3,1
5575,The Old Mill Brewery Ltd.,4,4
5578,SBC Restaurant & Brewery - Stamford,7,7
5581,Kaiser Bräu GmbH & Co KG,14,10
5598,Detroit Brew Factory,1,1
5600,Brasserie Phylosophale,3,3
5605,Palisade Brewing Co.,6,5
5621,Brauerei Haag,3,3
5638,Osteria Di Bastardu' - Last Out,2,1
5639,Birreria Blues,4,4
5687,Brauerei Locher AG,23,10
5688,Humperdinks Restaurant and Sports Bar,2,2
5689,Sparhawk Brewers,1,1
5691,Switchback Brewing Company,4,4
5696,The Olde Stone Brewing Company,11,9
5705,OPZ Saransk,3,1
5706,Braugaststätte Döbler,5,4
5707,Airbräu München,4,4
5708,Ankerbräu Nördlingen,7,6
5709,Arcobräu Gräfliches Brauhaus,10,7
5711,Augusta Bräu,3,3
5721,Brauerei Alwin Märkl,1,1
5727,Brauerei Blauer Löwe,1,1
5751,Bayerische Löwenbrauerei,2,2
5752,Brauerei Aldersbach,5,4
5753,Brauerei Baumer,3,3
5755,Brauerei Bischofshof,10,7
5764,Kiesel Bräu,1,1
5765,Weideneder Brau,4,3
5773,Brauerei Enzensteiner,2,2
5774,Brauerei Erharting,1,1
5778,Brauerei Stempfhuber,2,2
5782,Brauerei Josef Schweighart,2,2
5784,Brauerei Karg,3,3
5787,Bad Windsheimer Bürgerbräu,2,2
5794,Brauerei Josef Greif,4,4
5798,Kauzen Bräu,6,4
5800,Brauerei Kühbach,1,1
5809,Brauerei Friedel,3,3
5812,Brauerei Frischeisen,1,1
5816,Brauerei Laupheimer Günz,1,1
5817,Brauerei Georg Michael GmbH,1,1
5819,Brauerei Goss,1,1
5823,Kapplerbräu,2,2
5825,Brauerei Gundel,1,1
5830,Brauerei Hacklberg,7,4
5835,Brauerei Hans Hennemann,1,1
5838,Brauerei Hauf GmbH,7,6
5843,Brauerei Sigwart KG,1,1
5847,Brauerei Maisach - Bräustüberl Maisach,3,3
5848,Brauerei Mittenwald,8,7
5850,Brauerei S. Riegele,11,9
5851,Brauerei Josef Schimpfle,4,4
5854,Brauerei Schäffler,1,1
5855,Private Landbrauerei Schönram,7,6
5857,Brauerei Thomas Ametsbichler,1,1
5859,Brauerei Wittmann,1,1
5864,Dark Mountain Brewery,1,1
5886,Eittinger Fischerbräu,2,2
5887,Engelbräu Rettenberg,2,2
5892,Walnut Brewery,17,16
5895,Judge Baldwin's Brewing Company,11,9
5904,Brewery At The Bay / Put-In-Bay Brewing Co.,5,5
5908,Brauerei Franz Xaver Glossner,2,2
5910,Jamesport Brewing Company Inc.,15,15
5911,Brauerei  Gasthof Höhn,1,1
5913,Brauerei Johann Kneitinger,3,3
5914,Brauerei Johannes Grasser,3,3
5918,Brauerei Julius Hummel,10,8
5923,Brauerei Karl Strauss,1,1
5926,Brauerei Konrad Will,2,2
5927,Brauerei Kraus,5,4
5928,Brauerei Gasthof Kundmüller,5,5
5930,Brauerei Leonhard Schübel,1,1
5943,Brauerei Michael Plank,5,4
5946,Brauerei Müller,4,4
5947,Brauerei Mälzerei Otto Kienberger,2,2
5948,Brauerei Norbert Fischer,3,3
5949,Brauerei Ott,2,2
5950,Brauerei Otto Hübner,1,1
5952,Brauerei Peter Griess,1,1
5957,Brauerei Reichold,1,1
5959,Brauerei Richard Wagner,2,2
5961,Ludwig Roth Bierbrauerei GmbH,1,1
5962,Brauerei Sauer,4,4
5964,Brauerei Schlappeseppel GmbH,7,7
5966,Brauerei Gasthof Schwan - Schwanenbräu,1,1
5970,Staffelberg Bräu Fam. Geldner-Wehritz,5,5
5980,Brauerei Wolfshöhe K. u. F. Weber GmbH & Co. KG,5,4
5983,Brauerei Zehendner GmbH,3,3
5985,Brauerei Zirndorf GmbH,3,3
5989,Brauerei Zur Sonne,4,4
5995,Brauhaus Schinner,6,6
5996,Brauhaus Schweinfurt GmbH,3,3
6006,Erste Dampfbierbrauerei Zwiesel W. Pfeiffer KG,2,2
6008,Eschenbacher Wagner-Bräu Privatbrauerei GmbH,1,1
6009,Exportbierbrauerei Richard Glenk OHG,1,1
6012,Brauerei Friedr. Jacob,2,2
6013,Felsen Bräu W. Glossner KG,5,4
6014,Fischer´s Stiftungsbräu GmbH,1,1
6015,Forstquell Brauerei von Friedrich Höhenberger,1,1
6016,Franken Bräu Lorenz Bauer GmbH & Co. KG,3,3
6018,Freiherr Von Poschinger Braysche Schlossbrauerei Irlbach GmbH,3,3
6019,Fürstliches Brauhaus Ellingen,4,4
6021,Ludwig Ehrnsperger Gansbrauerei,1,1
6023,Bürgerbräu Hersbruck Deinlein & Co. KG,1,1
6024,Privatbrauerei Bürgerbräu Naila A. Wohn OHG,2,2
6033,Gräfliche Brauerei Arco Valley,3,3
6037,Günther Bräu,3,3
6039,Hauff Bräu,1,1
6043,Hirschbräu Friedrich Wurm KG,1,1
6044,Weyermann Brauerei GmbH,14,14
6045,Iron Hill Brewery & Restaurant,316,83
6046,Held Bräu,1,1
6051,Hönicks  Bräu,1,1
6052,Innstadt Brauerei,10,8
6056,Jura Bräu,2,2
6059,Karmelitenbrauerei Karl Sturm,4,4
6063,Klosterbrauerei Weissenohe / Klosterbrauerei Weißenohe Wirtshaus,14,8
6067,Brewbakers,14,12
6068,Southside Speakeasy And Brewpub,6,6
6074,Klosterbrauerei Furth GmbH & Co. KG,1,1
6076,Klosterbrauerei Mallersdorf,2,2
6078,Klosterbrauerei Scheyern,8,7
6087,Konrad Krug Brauerei,4,3
6090,Kronenbrauerei Rudolf Wahl KG,1,1
6092,Kössel Bräu,1,1
6097,Lederer Bräu GmbH Lederer Kulturbrauerei,2,2
6099,Lang Bräu OHG,6,5
6102,Georg Meinel Bierbrauerei KG,2,2
6104,Müllerbräu Neuötting K. Müller,2,2
6105,Mühlfelder Brauhaus,2,2
6116,Meckatzer Löwenbräu Benedikt Weiss KG,3,3
6121,"Orth Bräu GmbH & Co. KG ""Zum Fuchsbeck""",4,3
6122,Ottenbräu Abensberg,1,1
6126,Beck Bräu OHG,7,6
6127,Postbrauerei Weiler u. Siebersquelle Anton Zinth KG,2,2
6130,Privatbrauerei Hofmühl GmbH,4,4
6135,Privatbrauerei Reh,4,3
6141,Brauerei Stöttner,5,4
6143,Private Landbrauerei Scheuerer,4,4
6144,Pyraser Bier GmbH & Co. KG,12,10
6147,Püls Bräu OHG,1,1
6152,Ritter St. Georgenbrauerei Karl Glossner GmbH & Co. KG,4,4
6155,Schlossbrauerei Autenried GmbH,1,1
6156,Schlossbrauerei Eichhofen,4,4
6169,Schlossbrauerei Reckendorf Georg Dirauf KG,4,4
6174,Schlossbrauerei Stelzer,2,1
6177,Schlossbrauerei Unterbaar A. Freiherr von Trockau,4,4
6188,Schwarzbräu GmbH,5,4
6191,Schäffbräu Rudolf Schäff,2,2
6192,Sitterbräu Gasthausbrauerei,3,3
6195,Spezial Brauerei Schierling GmbH,1,1
6197,Liebhart´s Bräuhaus,1,1
6203,Storchenbräu,1,1
6204,Bräustüberl zum Thorbräu,4,4
6209,Weissbierbrauerei Schwendl,3,3
6211,Weissbräu Unertl,1,1
6214,Brauerei Grandauer - Wildbräu Grafing vor München,5,3
6218,Spitalbrauerei Regensburg,3,3
6221,Weib´s Brauhaus,2,2
6223,Weissbierbrauerei Simon KG,2,2
6225,Weissbräu Kösslarn,1,1
6227,Winkler Bräu Schlicht GmbH & Co.,1,1
6228,Wolferstetter Bräu Georg Huber,5,5
6238,Kulmbacher Kommunbräu,1,1
6243,Philadelphia's,7,7
6244,Tuck's Brewery,13,12
6245,Mt. Angel Brewing Company,1,1
6250,Mount Rushmore Brewing Company,4,4
6251,Bragdy Ynys Môn,2,2
6256,Brauerei Ganter GmbH & Co. KG,4,3
6263,The Ram Restaurant & Brewery/Bighorn Brewery,8,7
6266,Flagstaff Brewing Company,8,8
6268,Brasserie Oc'Ale,3,3
6269,Salmon Creek Brewery & Pub,14,10
6272,CANOE Brewpub,8,8
6274,Sair Inn,2,2
6275,Stariy Georg,1,1
6277,Stakhanovitz,1,1
6278,Zhigulovskiy Pivo-Byezalkogolniy Kombinat/U Vakano,5,2
6287,"Kombinat Pivo-Byezalkogolnikh Napitkov ""Shikhan"" (CEBCO)",3,2
6288,Picobrouwerij Alvinne / Den Bierzolder,56,20
6295,Independent Distillers (Aust),10,4
6300,Old Hat Brewery & Grill,18,17
6305,Vizit OAO,1,1
6313,La Jolla Brew House,12,9
6326,The Lion Brewery Restaurant,15,11
6331,Brouwerij De Prael,19,13
6334,Misty's Steakhouse And Brewery,5,5
6339,The Dodging Duck Brewhaus,28,20
6346,King Brewery,7,5
6356,Trattoria Microbirreria Cà De Gos,2,2
6371,Jack's Brewing Company,10,8
6372,Fort Collins Brewing,54,35
6376,Banfi,1,1
6390,Pivovarinniy Zavod Samko,3,2
6393,Abbeydale Brewery,5,4
6394,Alcazar Brewing Co.,3,3
6395,Boggart Hole Clough Brewing Co.,5,4
6399,Povolzhye OAO,2,1
6421,Stadium Brewing Company,13,12
6431,Kodiak Island Brewing Co.,4,4
6432,Hoa Vien Brauhaus Restaurant,1,1
6474,Gilden Kölsch Brauerei GmbH,1,1
6484,Pivovariya Moskva-Efes ZAO,12,4
6488,Joseph Holt Group plc,11,4
6493,Wernecker Bierbrauerei,3,3
6508,BrewHouse at Whistler / High Mountain Brewing Company,9,6
6509,Yaletown Brewing Co.,22,18
6511,Dix BBQ & Brewery,6,6
6513,Schorschbräu,10,4
6528,Nokian - PUP (Perkanmaan Uusi Panimo),4,4
6536,Kitzmann Bräu,12,9
6545,City Of Cambridge Brewery Company Limited,11,7
6558,Coach House Brewing Company Ltd.,8,4
6559,Cottage Brewing Co. Ltd,20,7
6560,Old Chimneys Brewery,5,4
6561,Ventnor Brewery,6,5
6565,Hops Grillhouse & Brewery,4,4
6571,Brasserie Du Chant Du Loup,2,2
6573,Berrow Brewery,2,2
6574,Blackdown Brewery,2,2
6575,Crouch Vale Brewery Limited,7,6
6576,Hardys & Hansons PLC,8,4
6577,Titanic Brewery,28,11
6578,The Cambridge House Brewpub,79,44
6581,Lawrence Victor Estate,2,2
6592,Auerhahn Bräu Schlitz GmbH,4,4
6593,Bad Homburger Brauhaus Graf Zeppelin (Hofgut Kronenhof),3,3
6595,Brauerei Alsfeld AG,1,1
6596,Brauerei Grohe GmbH,2,2
6597,Schwalm Bräu - Privat Brauerei Fr. Haaß KG,1,1
6604,Bärenbräu GmbH,4,4
6605,Darmstädter Privatbrauerei GmbH,1,1
6606,Darmstädter Ratskeller Hausbrauerei GmbH,2,2
6609,Eschweger Klosterbrauerei,2,2
6613,Privatbrauerei Glaab,3,3
6614,Hochstiftliches Brauhaus Fulda GmbH,1,1
6615,Brauhaus Knallhütte/Hütt Brauerei Bettenhäuser GmbH & Co. KG,2,2
6624,Brauerei Klaus Rauh GmbH,1,1
6625,Martini Brauerei GmbH,3,3
6627,Pfungstädter Brauerei,11,9
6643,Das Kleine Brauhaus Zu Bergedorf Luitbräu,1,1
6644,Privatbrauerei Felsenkeller,1,1
6649,Michelsbräu GmbH,3,3
6652,Schüttinger Brauerei,1,1
6657,Bavaria-St. Pauli-Brauerei GmbH,2,2
6661,Giessener Brauhaus,1,1
6663,Brauerei G.A. Bruch,6,6
6668,Colbitzer Heidebrauerei,1,1
6678,Oderland Brauerei GmbH,6,4
6679,Brauhaus Preussen Pils GmbH,5,5
6684,Schlossbrauerei GmbH Fürstlich-Drehna,2,2
6685,Spreewälder Privatbrauerei,6,6
6690,Kircher Brauhaus GmbH,1,1
6695,Marston's PLC,14,6
6699,Erste Leopoldshafener Gasthausbrauerei Andreasbräu GmbH,2,2
6700,Berg Brauerei Ulrich Zimmermann GmbH & Co. KG,1,1
6703,Härtsfelder Familienbrauerei Hald e.K.,7,6
6711,Löwenbrauerei Wasseralfingen,1,1
6730,Löwenbrauerei Otto Dold,4,4
6731,Palmbräu Zorn Söhne KG,1,1
6740,Wallhall Brauhaus Im Lamm,4,4
6746,Matsuya Kyoto Machiya Beer Brewery,3,3
6748,Melo Abreu / Fabrica de Cervejas e Refrigerantes,2,2
6753,Brauerei Clemens Härle,1,1
6754,Brauerei Max Leibinger GmbH,4,3
6755,Brauerei Stolz GmbH & Co. KG,1,1
6764,Königsegger Walderbräu AG,5,5
6774,Ankerbrauerei Nagold GmbH,1,1
6781,Brauerei Eugen Häberlen,1,1
6782,Brauerei Hirschen,2,2
6784,Brauerei Ladenburger GmbH,8,8
6785,Brauerei Lasser GmbH,3,3
6794,Brauerei Max Wolf GmbH,4,4
6795,Brauerei Zoller-Hof,3,3
6798,Brauerei Reitter,1,1
6800,Brauhaus Joh. Albrecht GmbH,3,3
6801,Brauhaus Kühler Krug,4,4
6803,Gebrüder Klausmann KG Hirschenbrauerei,2,2
6806,Der Vogelbräu,2,2
6807,Distelhäuser Brauerei,4,4
6809,Familienbrauerei Bauhöfer GmbH & Co. KG,7,7
6811,Heidelberger Brauerei GmbH,7,5
6813,Hirschbrauerei GmbH & Co. KG,8,6
6817,Hofbrauhaus Hatz AG,2,2
6823,Kronen Brauhaus,1,1
6828,Lammbrauerei,1,1
6830,Lammbräu Hilsenbeck GmbH & Co.,1,1
6834,Baisinger Löwenbrauerei Teufel GmbH,1,1
6836,Martins Bräu Erste Freiburger Gasthausbrauerei,2,2
6840,Privatbrauerei M. Ketterer GmbH & Co.,6,6
6841,Hubert Mellert Brauerei,4,4
6843,Schlossbrauerei zu Schmieheim,1,1
6844,Welde Bräu GmbH & Co. KG,11,9
6847,Schlüsselbräu Privatbrauerei Helmut Bosch und Schlüsselkeller,2,1
6859,Brouwerij Crombé / 't Brouwershof,6,3
6865,Detroit Beer Co.,18,16
6871,Barnsley Brewery Company Limited,1,1
6872,Cotleigh Brewery,12,4
6873,Exmoor Ales Limited,6,4
6874,Felstar Brewery & Felstead Vineyard,7,6
6875,Hopdaemon Brewery Company,5,5
6876,Mighty Oak Brewing Company Limited,10,6
6877,Moles Brewery (Cascade Drinks Limited),3,1
6878,Oulton Ales Limited,2,1
6879,P&DJ Goacher,4,3
6880,Princetown Breweries Limited,1,1
6881,Skinner's Brewery,11,4
6882,St. George's Brewing Company Limited,2,1
6883,Wentworth Brewery Limited,27,10
6892,B&T Brewery Limited (Banks and Taylor),7,4
6895,San Rafael Brewing Company,1,1
6900,Beartown Brewery,8,6
6901,Ossett Brewing Company,15,4
6902,Ramsgate Brewery,9,9
6903,"Hoppy Beverage Co., Ltd.",5,4
6905,Teignworthy Brewery,11,7
6906,Wolf Brewery Ltd.,14,6
6907,Triple fff Brewing Company,9,5
6908,"Swan On The Green, The",1,1
6924,Walkabout Brewery,6,6
6928,Twain's Billiards and Tap,55,27
6931,Korund ZAO,10,10
6969,Magadanskaya Gruppa OAO,2,2
6970,Brouwerij Den Hopperd,6,5
6971,Johnstown Brewing Company,11,11
6976,Karl Strauss Brewing Company,9,9
6980,Keegan Ales,15,11
6983,Otaru Beer,8,8
6984,St. Austell Brewery,14,9
6985,Vale Brewery Company,6,4
6994,Alexander Keith's,16,12
7008,Pump House Brewery,21,19
7011,Schwetzinger Brauhaus zum Ritter GmbH & Co. KG,4,4
7015,Babe's Bar-B-Que And Brewery,8,7
7017,Mecklenburgische Brauerei Lübz GmbH,6,6
7035,Big Lamp Brewers,2,2
7036,Brewster's Brewing Co Ltd,9,4
7037,Oldershaw Brewery,4,2
7038,Rudgate Brewery Limited,10,6
7049,Pasadena Brewing Company,2,2
7051,Tractor Brewing Co.,4,4
7057,Aktienbrauerei Simmerberg AG,2,2
7059,Alamo Beer Co.,1,1
7061,Off The Rail Brewery,9,7
7064,Coastal Fog Brewing,6,5
7065,"Hidaka Beer, Inc.",1,1
7073,Kamchatskoye Pivo OAO,1,1
7087,Braustolz GmbH,5,2
7088,Sternquell Brauerei Plauen,3,3
7091,Archers Brewing & Wholesale Limited,15,5
7092,Arundel Brewery Limited,10,4
7094,Barngates Brewery Limited,1,1
7096,Barum Brewery Limited,2,2
7101,Marzoni's Brick Oven & Brewing Company,22,18
7104,H.B. Clark & Co (Successors) Limited,4,2
7121,Harvest Moon Brewery,7,7
7122,Red Lodge Ales,11,10
7128,Privatbrauerei Wittingen GmbH,3,2
7157,Extra Billy's Smokehouse And Brewery,7,6
7200,Gorkha Brewery,1,1
7201,Mount Everest Brewery,1,1
7202,Nepal Brewery Company,1,1
7209,Brauerei Fritz Gutmann,3,3
7214,Mahogany Ridge Brewery & Grill,2,2
7216,Adirondack Pub & Brewery,23,18
7217,Big Nose Brewing,3,3
7220,Helsinge Ångbryggeri,6,6
7223,AS L&#257;&#269;pl&#275;a Alus,5,4
7225,Mad Boar Restaurant & Brewery,9,9
7234,Potters Hotel & Brewery (Hunter Beer Co),15,13
7235,Stockade Brewery,3,3
7248,Firehouse Brewery & Restaurant,4,4
7253,Old Market Pub And Brewery,21,18
7280,Brauerei Grieskirchen AG,6,5
7281,Brauerei Hainfeld Karl Riedmüller GmbH & Co. KG,2,2
7282,Brauerei Hofstetten Krammer GmbH & Co. KG,10,6
7285,Brauerei Ried,8,7
7286,Brauerei Schrems,3,3
7289,Brauerei Weitra,2,2
7290,Brauerei Zwettl Karl Schwarz GmbH,7,7
7295,Hubertus Bräu Johann Kühtreiber OHG,2,2
7302,The Bobcat Café & Brewery,48,31
7312,Altenburger Brauerei GmbH,2,2
7313,Vereinsbrauerei Apolda GmbH,3,2
7314,Stadtbrauerei Arnstadt,1,1
7315,Watzdorfer Traditions- und Spezialitätenbrauerei GmbH,2,2
7319,Braugold Brauerei Riebeck GmbH & Co. KG,1,1
7321,Brauhaus König Sahl Erste Gasthausbrauerei Gotha,2,2
7322,Brauerei Gotha GmbH,4,3
7325,Gasthausbrauerei Talschänke,1,1
7326,Rhoenbrauerei Dittmar,1,1
7329,Bürgerliches Brauhaus Saalfeld GmbH,3,3
7332,Zweite Schweriner Schlossbrauerei,4,2
7333,Darguner Brauerei GmbH,6,4
7337,Outback Brewery Pty Ltd,6,6
7338,Hansens Brauerei,2,2
7344,Hanseatische Brauerei Rostock GmbH,5,5
7345,Kirner Bier,2,2
7349,Privatbrauerei Gebrüder Mayer,1,1
7350,Traditionsbrauerei Brauberger zu Lübeck,1,1
7351,Westerwald Brauerei H. Schneider,3,2
7354,Upper Mississippi Brewing,4,4
7364,Onuma Brewery,3,3
7366,Pivovar Regent Trebon,8,3
7375,Squatters Pub Brewery,47,34
7380,Brasserie De Milly,3,1
